time, light, accx, accy, accz,
29.824, 1.3777, 0.0740996, -0.00219047, 9.83507, 
29.856, 1.37528, -0.0189582, 0.00599198, 9.79312, 
29.888, 1.37716, -0.0108977, -0.0277922, 9.75174, 
29.92, 1.37261, -0.0154189, -0.0449209, 9.74802, 
29.952, 1.38302, 0.0414994, 3.90196e-05, 9.81785, 
29.984, 1.38211, 0.0198677, -0.082265, 9.80618, 
30.016, 1.38075, 0.0100223, -0.00646257, 9.89068, 
30.048, 1.37246, 0.000416177, 0.0361476, 9.88857, 
30.08, 1.37328, 0.059482, -0.00336614, 9.8085, 
30.112, 1.37933, -0.0437921, -0.020651, 9.7423, 
30.144, 1.3754, 0.00160655, 0.0475785, 9.6788, 
30.176, 1.37786, 0.0372342, -0.0350948, 9.76517, 
30.208, 1.37639, -0.0648461, 0.062895, 9.83781, 
30.24, 1.37203, 0.00310302, 0.00779659, 9.8222, 
30.272, 1.38207, -0.0650544, -0.0555255, 9.73721, 
30.304, 1.38281, 0.0121212, 0.0383386, 9.71529, 
30.336, 1.37683, -0.0289552, 0.0507434, 9.91076, 
30.368, 1.37997, 0.00930482, 0.062897, 9.78511, 
30.4, 1.37321, -0.0395428, -0.0293689, 9.8023, 
30.432, 1.37905, 0.0253208, -0.0544803, 9.86477, 
30.464, 1.37816, 0.00829525, 0.0676674, 9.75661, 
30.496, 1.37293, 0.0213033, 0.0181256, 9.89648, 
30.528, 1.37502, -0.10476, 0.0641584, 9.87124, 
30.56, 1.38066, 0.000583109, 0.0262848, 9.80606, 
30.592, 1.37532, -0.0334242, -0.0693599, 9.74634, 
30.624, 1.3723, 0.0103849, -0.00426136, 9.82144, 
30.656, 1.37296, -0.0691683, -0.0335142, 9.80982, 
30.688, 1.37597, 0.0144478, -0.0671215, 9.773, 
30.72, 1.38247, 0.0197232, 0.00890591, 9.86953, 
30.752, 1.3713, 0.0414799, 0.0645024, 9.78989, 
30.784, 1.37939, -0.00628336, 0.0556784, 9.82233, 
30.816, 1.37954, 0.0103246, -0.00296833, 9.82295, 
30.848, 1.37265, 0.0154908, 0.00694232, 9.82888, 
30.88, 1.37625, -0.00584693, -0.0189872, 9.7408, 
30.912, 1.37898, -0.0257924, -0.0337534, 9.8434, 
30.944, 1.37968, -0.0755828, -0.0153397, 9.83329, 
30.976, 1.37179, 0.0171106, -0.00294177, 9.81759, 
31.008, 1.37415, 0.00537912, 0.0391383, 9.80464, 
31.04, 1.38249, -0.122149, 0.0375794, 9.86417, 
31.072, 1.37158, -0.0294862, -0.0389894, 9.81703, 
31.104, 1.37431, -0.0360458, 0.0864382, 9.83101, 
31.136, 1.37482, -0.0220341, -0.0265783, 9.75156, 
31.168, 1.37552, 0.00197081, -0.0111704, 9.72408, 
31.2, 1.37797, 0.0196248, 0.0371932, 9.7258, 
31.232, 1.38253, -0.0082387, 0.0975312, 9.8927, 
31.264, 1.37632, 0.0484214, -0.0401989, 9.86349, 
31.296, 1.37139, -0.0784551, -0.0438873, 9.79697, 
31.328, 1.37481, -0.0237933, -0.00657682, 9.82766, 
31.36, 1.37998, 0.0143919, -0.0902391, 9.8103, 
31.392, 1.38104, 0.0140641, -0.0651411, 9.84625, 
31.424, 1.37623, 0.0698759, -0.0980913, 9.95523, 
31.456, 1.38136, -0.0251146, 0.0368282, 9.80161, 
31.488, 1.3823, 0.0553328, -0.0266409, 9.88279, 
31.52, 1.3786, -0.0443755, -0.0667215, 9.79683, 
31.552, 1.38016, 0.0231934, -0.0243947, 9.89185, 
31.584, 1.37732, 0.033653, 0.0228185, 9.84863, 
31.616, 1.38318, -0.085714, -0.00206436, 9.77513, 
31.648, 1.38172, -0.0416342, -0.00982913, 9.8231, 
31.68, 1.38068, -0.00256552, -0.0876832, 9.76285, 
31.712, 1.37778, 0.0185585, 0.00870315, 9.80392, 
31.744, 1.38204, 0.0443909, -0.0787766, 9.86447, 
31.776, 1.37196, 0.011182, -0.0119916, 9.83415, 
31.808, 1.37836, -0.020656, 0.0252038, 9.78237, 
31.84, 1.37879, 0.0247247, -0.0218, 9.81275, 
31.872, 1.37761, 0.0647637, 0.0242494, 9.79462, 
31.904, 1.37946, -0.00165985, -0.00760878, 9.76667, 
31.936, 1.37828, -0.0991029, -0.0265903, 9.73886, 
31.968, 1.37296, -0.0297077, 0.0585522, 9.79022, 
32, 1.38071, 0.0472661, 0.0241264, 9.77981, 
32.032, 1.38094, -0.0240346, 0.00481201, 9.7845, 
32.064, 1.37246, 0.0207167, 0.0113005, 9.72929, 
32.096, 1.37866, -0.013663, -0.112154, 9.87, 
32.128, 1.37156, -0.0505492, 0.0667653, 9.82673, 
32.16, 1.37943, 0.0103282, -0.0346595, 9.83579, 
32.192, 1.38013, -0.0335093, 0.0773418, 9.84879, 
32.224, 1.38284, -0.0177646, -0.000140744, 9.80589, 
32.256, 1.3741, -0.0099593, 0.0353001, 9.77596, 
32.288, 1.38002, 0.00244473, -0.079987, 9.77954, 
32.32, 1.38293, -0.0102585, 0.0843557, 9.81821, 
32.352, 1.37637, -0.0846351, 0.00506589, 9.76442, 
32.384, 1.37558, 0.0711836, -0.0762337, 9.79254, 
32.416, 1.37747, 0.0182995, -6.86167e-05, 9.85141, 
32.448, 1.37152, -0.0202119, 0.0010182, 9.7971, 
32.48, 1.37472, 0.0658415, 0.0178302, 9.80838, 
32.512, 1.3783, -0.0604695, -0.00760546, 9.75848, 
32.544, 1.38216, 0.0189573, -0.0862601, 9.77141, 
32.576, 1.37172, -0.0678549, 0.0238952, 9.73024, 
32.608, 1.37533, -0.0271004, -0.00349349, 9.83511, 
32.64, 1.38218, -0.0234526, -0.0233286, 9.75171, 
32.672, 1.38291, 0.0582122, 0.0347247, 9.74108, 
32.704, 1.37413, -0.0263052, 0.0189811, 9.80777, 
32.736, 1.3716, 0.00831612, -0.041806, 9.78484, 
32.768, 1.37154, 0.0541791, 0.0218754, 9.88424, 
32.8, 1.37954, -0.043977, 0.0555269, 9.86537, 
32.832, 1.38003, -0.078202, 0.0469583, 9.81041, 
32.864, 1.373, 0.0714041, 0.0990907, 9.81665, 
32.896, 1.37533, 0.0108134, 0.00688798, 9.81459, 
32.928, 1.38234, 0.0261168, 0.0852599, 9.84264, 
32.96, 1.37121, -0.0552565, 0.0312372, 9.79505, 
32.992, 1.37342, -0.0717872, -0.0218999, 9.8391, 
33.024, 1.37985, -0.0633169, -0.0269762, 9.74712, 
33.056, 1.37165, -0.0438673, 0.058778, 9.7757, 
33.088, 1.37253, -0.0675287, -0.0249374, 9.78733, 
33.12, 1.37258, -0.0883223, 0.0168883, 9.75636, 
33.152, 1.37468, -0.0639652, -0.0765515, 9.88965, 
33.184, 1.37217, -0.00861995, -0.023918, 9.72653, 
33.216, 1.37166, 0.00940963, -0.0361707, 9.80951, 
33.248, 1.37675, -0.0520372, 0.0896156, 9.85631, 
33.28, 1.37753, -0.0574293, 0.0166754, 9.77416, 
33.312, 1.37885, 0.00253156, -0.0393996, 9.7087, 
33.344, 1.37488, -0.0157028, -0.0876189, 9.86225, 
33.376, 1.3763, 0.0372641, 0.0109619, 9.84393, 
33.408, 1.37882, 0.0444976, -0.0219507, 9.83507, 
33.44, 1.37294, 0.000686494, 0.0409181, 9.77297, 
33.472, 1.37895, -0.0441496, 0.000389471, 9.77296, 
33.504, 1.37817, 0.0192356, 0.0145972, 9.81136, 
33.536, 1.37744, -0.0364232, 0.0242039, 9.82623, 
33.568, 1.37455, 0.0356333, 0.0474642, 9.77667, 
33.6, 1.37447, 0.00699082, -0.0531228, 9.82142, 
33.632, 1.37444, -0.0137359, -0.0934834, 9.81879, 
33.664, 1.37529, 0.0217058, -0.0287135, 9.78876, 
33.696, 1.37419, -0.00769799, 0.0622963, 9.84185, 
33.728, 1.37262, -0.00591424, 0.0181054, 9.85255, 
33.76, 1.37413, -0.0125467, -0.0735772, 9.80938, 
33.792, 1.37906, -0.0776704, -0.0355891, 9.89779, 
33.824, 1.38, -0.0575502, -0.0508401, 9.83261, 
33.856, 1.37527, -0.0147448, -0.0524158, 9.74548, 
33.888, 1.38211, 0.111539, -0.066677, 9.89182, 
33.92, 1.37477, 0.0214001, 0.0279979, 9.75991, 
33.952, 1.37138, 0.0171865, -0.0167487, 9.75185, 
33.984, 1.37623, 0.00278556, 0.0205077, 9.90928, 
34.016, 1.38244, 0.0704069, 0.0277873, 9.82306, 
34.048, 1.37363, -0.0630712, 0.0183066, 9.76299, 
34.08, 1.37273, 0.054076, -0.0747361, 9.81561, 
34.112, 1.37184, 0.024997, 0.00359414, 9.86885, 
34.144, 1.37636, 0.00444359, -0.0760208, 9.79162, 
34.176, 1.38116, 0.0479821, -0.0305017, 9.86141, 
34.208, 1.37195, -0.105404, 0.0333157, 9.70853, 
34.24, 1.37446, -0.0364744, -0.0844809, 9.82521, 
34.272, 1.3718, 0.0245575, 0.0193791, 9.84595, 
34.304, 1.38261, 0.00410439, 0.0145053, 9.86375, 
34.336, 1.37141, 0.0556289, 0.0493747, 9.82987, 
34.368, 1.38185, -0.0949604, 0.0235726, 9.8137, 
34.4, 1.3813, -0.0374403, 0.0766489, 9.84369, 
34.432, 1.38005, -0.0756794, 0.0675794, 9.76846, 
34.464, 1.37336, 0.0260733, 0.0295341, 9.74986, 
34.496, 1.37218, -0.00845795, -0.00720921, 9.81825, 
34.528, 1.37493, -0.0172571, 0.0619074, 9.77352, 
34.56, 1.37289, -0.0534253, -0.0451739, 9.82437, 
34.592, 1.3737, -0.0220747, 0.0262513, 9.8435, 
34.624, 1.37494, 0.0281992, -0.0740301, 9.82901, 
34.656, 1.37974, -0.0104613, -0.0267015, 9.85507, 
34.688, 1.3822, 0.00142948, -0.128871, 9.81332, 
34.72, 1.37164, -0.0193171, -0.0600497, 9.83598, 
34.752, 1.38321, 0.0818416, -0.088792, 9.85385, 
34.784, 1.37989, -0.0102262, -0.0206212, 9.86268, 
34.816, 1.37395, -0.0454911, -0.000510749, 9.79475, 
34.848, 1.37806, 0.0738161, -0.0881228, 9.71513, 
34.88, 1.38258, -0.0560597, -0.0207455, 9.81622, 
34.912, 1.38091, -0.047716, -0.00270135, 9.79363, 
34.944, 1.38298, -0.0162625, -0.0462458, 9.83045, 
34.976, 1.37134, 0.0365373, 0.0342087, 9.74928, 
35.008, 1.37378, 0.0550514, -0.0733285, 9.70254, 
35.04, 1.37367, 0.0248843, -0.0303121, 9.76116, 
35.072, 1.37936, 0.110944, -0.120206, 9.67983, 
35.104, 1.37984, -0.0220872, 0.0780123, 9.83591, 
35.136, 1.37794, 0.0701496, -0.0835937, 9.7655, 
35.168, 1.38019, -0.0172784, -0.165106, 9.8434, 
35.2, 1.37515, -0.0351897, 0.0532446, 9.79206, 
35.232, 1.37122, 0.0616518, 0.0675795, 9.73931, 
35.264, 1.37174, 0.0493135, 0.00701157, 9.80745, 
35.296, 1.37961, -0.020539, 0.10479, 9.81338, 
35.328, 1.37501, -0.0193, 0.0365153, 9.82929, 
35.36, 1.37635, -0.0586905, -0.0837936, 9.74632, 
35.392, 1.37969, 0.0316471, -0.124764, 9.8098, 
35.424, 1.37366, 0.0616905, -0.135524, 9.71241, 
35.456, 1.37627, 0.0503459, 0.0271304, 9.80446, 
35.488, 1.38307, 0.0589633, 0.0629525, 9.79931, 
35.52, 1.37541, -0.0112623, 0.0173055, 9.81271, 
35.552, 1.3777, -0.0634119, 0.0218526, 9.88185, 
35.584, 1.38188, 0.0497344, -0.0428025, 9.7668, 
35.616, 1.38032, 0.0440201, -0.0398804, 9.81961, 
35.648, 1.37538, -0.0311929, -0.0768239, 9.76184, 
35.68, 1.37275, -0.0124255, 0.0113051, 9.85988, 
35.712, 1.37579, -0.0271257, 0.0333551, 9.77909, 
35.744, 1.3736, -0.00521246, -0.0672552, 9.77958, 
35.776, 1.38119, 0.013854, -0.0960466, 9.83701, 
35.808, 1.37311, 0.0345642, -0.0895562, 9.8567, 
35.84, 1.38336, 0.0755042, 0.00877673, 9.75263, 
35.872, 1.38253, -0.00777472, 0.0372874, 9.79036, 
35.904, 1.37833, -0.0132162, 0.0884816, 9.75915, 
35.936, 1.37452, -0.04346, -0.0429562, 9.8032, 
35.968, 1.37396, -0.0564717, 0.00498602, 9.84699, 
36, 1.37188, 0.0554991, -0.00844391, 9.78861, 
36.032, 1.3738, -0.0141777, -0.0240748, 9.8833, 
36.064, 1.37804, -0.00677543, -0.0124623, 9.81506, 
36.096, 1.37506, -0.0025855, 0.0149249, 9.66643, 
36.128, 1.38242, 0.0341416, 0.0479194, 9.75492, 
36.16, 1.37438, 0.0554331, 0.0362235, 9.87839, 
36.192, 1.37145, 0.012396, 0.0455623, 9.79461, 
36.224, 1.38016, -0.00943041, -0.00330258, 9.81311, 
36.256, 1.37569, -0.0255756, 0.0803372, 9.83572, 
36.288, 1.3732, -0.0367282, -0.0452297, 9.88028, 
36.32, 1.37994, 0.00399454, 0.0218464, 9.79824, 
36.352, 1.38157, 0.00409249, 0.0432243, 9.86078, 
36.384, 1.38079, -0.0340743, -0.095663, 9.80052, 
36.416, 1.37117, -0.141947, -0.037222, 9.80966, 
36.448, 1.38313, 0.0482684, -0.0517045, 9.8556, 
36.48, 1.38085, 0.0124913, -0.121099, 9.89717, 
36.512, 1.37933, -0.0480827, 0.08807, 9.78826, 
36.544, 1.38073, 0.101198, 0.0798902, 9.87807, 
36.576, 1.37765, -0.0174267, -0.00932944, 9.77516, 
36.608, 1.37904, 0.0546169, -0.0358483, 9.72949, 
36.64, 1.3782, 0.0721282, 0.0421003, 9.81805, 
36.672, 1.37236, -0.0262431, 0.0304924, 9.79322, 
36.704, 1.37129, -0.0252644, -0.0396698, 9.81849, 
36.736, 1.3745, -0.0840793, -0.026161, 9.83025, 
36.768, 1.37572, -0.00968643, 0.00458193, 9.77766, 
36.8, 1.38321, -0.0313052, 0.0945886, 9.75105, 
36.832, 1.37161, -0.0103594, -0.00316642, 9.7583, 
36.864, 1.37441, -0.0320061, 0.0995293, 9.828, 
36.896, 1.38341, -0.0341022, 0.0502663, 9.80007, 
36.928, 1.3808, 0.0826403, 0.0194421, 9.8182, 
36.96, 1.38085, 0.0172548, 0.0655707, 9.7841, 
36.992, 1.37937, -0.0476383, 0.0422817, 9.75481, 
37.024, 1.38071, -0.00436388, -0.039478, 9.81164, 
37.056, 1.37635, 0.00220864, 0.0344528, 9.79445, 
37.088, 1.37919, -0.0912157, -0.027228, 9.81995, 
37.12, 1.37958, 0.0385311, 0.00171435, 9.87122, 
37.152, 1.38183, 0.0554453, -0.13256, 9.85696, 
37.184, 1.37623, -0.00280469, 0.0193326, 9.74453, 
37.216, 1.37133, -0.0633798, 0.0346959, 9.79555, 
37.248, 1.37292, 0.0999425, -0.00875239, 9.86677, 
37.28, 1.37717, -0.0676148, 0.0902915, 9.76978, 
37.312, 1.37247, -0.0531251, -0.0590782, 9.80677, 
37.344, 1.3823, -0.0622928, 0.059485, 9.84795, 
37.376, 1.3765, -0.0853137, -0.0333283, 9.87199, 
37.408, 1.3769, 0.101006, 0.0796637, 9.81807, 
37.44, 1.37147, -0.0538314, -0.0133983, 9.79276, 
37.472, 1.38071, 0.0554893, 0.0673695, 9.8102, 
37.504, 1.37907, -0.0368579, -0.0864578, 9.77723, 
37.536, 1.37847, -0.00560273, 0.0180562, 9.82883, 
37.568, 1.37763, 0.0123347, 0.00374644, 9.83876, 
37.6, 1.38133, 0.069119, -0.0383504, 9.80866, 
37.632, 1.37675, -0.0760516, 0.130642, 9.84048, 
37.664, 1.37603, 0.0832954, -0.0296868, 9.76213, 
37.696, 1.38122, -0.0932667, 0.0681791, 9.7114, 
37.728, 1.37427, -0.0862842, -0.0160056, 9.84164, 
37.76, 1.37538, -0.0341388, -0.026813, 9.74905, 
37.792, 1.37121, -0.00503833, 0.0543362, 9.81104, 
37.824, 1.37599, 0.0419149, 0.050242, 9.77579, 
37.856, 1.38178, 0.0392035, 0.0243699, 9.78056, 
37.888, 1.38002, -0.0328414, 0.00685932, 9.81943, 
37.92, 1.3732, 0.000497412, 0.107878, 9.71898, 
37.952, 1.38251, -0.0306647, 0.0230765, 9.82427, 
37.984, 1.37312, 0.0777702, 0.0204914, 9.7804, 
38.016, 1.37289, -0.0297278, 0.0485228, 9.69829, 
38.048, 1.37687, -0.0161223, -0.0179389, 9.7699, 
38.08, 1.37518, 0.00207746, -0.067032, 9.80984, 
38.112, 1.37396, 0.0185451, 0.0506354, 9.80011, 
38.144, 1.37189, 0.0233169, 0.0609325, 9.72525, 
38.176, 1.37445, -0.0323637, 0.0608076, 9.76246, 
38.208, 1.38138, -0.0300067, 0.0877139, 9.79995, 
38.24, 1.38318, 0.0716785, -0.0114245, 9.81699, 
38.272, 1.37826, 0.0834073, -0.0306229, 9.7338, 
38.304, 1.37562, 0.0219655, -0.00160889, 9.81922, 
38.336, 1.38149, -0.00783509, -0.084711, 9.98185, 
38.368, 1.38237, 0.142195, 0.0542274, 9.86202, 
38.4, 1.38165, 0.0397985, -0.0355668, 9.77281, 
38.432, 1.37913, -0.0425154, -0.0195683, 9.8443, 
38.464, 1.37943, -0.0238437, 0.0146178, 9.76271, 
38.496, 1.37214, 0.0054246, -0.0301443, 9.8158, 
38.528, 1.37473, -0.0787486, -0.022929, 9.8192, 
38.56, 1.38097, 0.0159839, -0.0459407, 9.79837, 
38.592, 1.37786, 0.00861233, 0.00200659, 9.7807, 
38.624, 1.38271, -0.0551371, -0.072932, 9.77303, 
38.656, 1.37376, -0.0713984, 0.0848335, 9.79185, 
38.688, 1.37869, 0.000385238, -0.00374024, 9.76986, 
38.72, 1.37518, -0.0598321, -0.0164485, 9.7881, 
38.752, 1.38039, -0.0663689, -0.0413625, 9.89972, 
38.784, 1.37158, 0.045388, -0.0297032, 9.76683, 
38.816, 1.3782, -0.0202908, 0.104092, 9.7774, 
38.848, 1.37943, -0.109666, -0.0224384, 9.85563, 
38.88, 1.38345, 0.0831471, 0.0760839, 9.72838, 
38.912, 1.37245, -0.0109963, -0.0310984, 9.83765, 
38.944, 1.37339, -0.0679684, 0.0263744, 9.81963, 
38.976, 1.37962, 0.0256147, 0.00896944, 9.7624, 
39.008, 1.37317, 0.0610958, -0.0192674, 9.89682, 
39.04, 1.37406, 0.0656757, 0.0335987, 9.70129, 
39.072, 1.37984, 0.00609257, 0.00312387, 9.78232, 
39.104, 1.37499, 0.0590162, 0.0387047, 9.80189, 
39.136, 1.37505, -0.0482577, -0.119104, 9.80534, 
39.168, 1.37278, 0.00299491, -0.0487054, 9.89817, 
39.2, 1.37991, 0.0976724, -0.0176402, 9.82266, 
39.232, 1.37465, 0.0315291, -0.0365051, 9.74155, 
39.264, 1.37576, 0.0160241, -0.0330045, 9.79006, 
39.296, 1.37137, 0.0154763, 0.0754596, 9.83641, 
39.328, 1.37201, 0.032056, 0.0611086, 9.82541, 
39.36, 1.37163, 0.0533187, 0.0248543, 9.79521, 
39.392, 1.37688, -0.0437979, -0.0692285, 9.6987, 
39.424, 1.37653, -0.0354691, -0.0674317, 9.79719, 
39.456, 1.37931, 0.00308098, 0.0239581, 9.73003, 
39.488, 1.37156, -0.0540634, -0.080053, 9.96045, 
39.52, 1.37364, -0.02209, 0.0035062, 9.76184, 
39.552, 1.37899, 0.0163007, -0.105181, 9.86209, 
39.584, 1.37458, -0.0402796, 0.031304, 9.87055, 
39.616, 1.38155, 0.0286793, 0.013065, 9.86067, 
39.648, 1.37777, 0.054028, 0.00217173, 9.74141, 
39.68, 1.37653, -0.062081, 0.0564984, 9.74533, 
39.712, 1.3783, -0.102972, 0.0209716, 9.78515, 
39.744, 1.37227, 0.0618589, -0.000616255, 9.77471, 
39.776, 1.37702, 0.0615292, -0.0023934, 9.75902, 
39.808, 1.37207, 0.0992082, 0.0354687, 9.7452, 
39.84, 1.37236, 0.0641398, 0.0327575, 9.8338, 
39.872, 1.38121, 0.0584088, 0.027547, 9.91074, 
39.904, 1.37898, -0.0258377, 0.0338953, 9.7916, 
39.936, 1.38063, -0.0463466, -0.101637, 9.74668, 
39.968, 1.38266, 0.0483542, -0.0339265, 9.77847, 
40, 1.38028, 0.0103313, -0.0546536, 9.78365, 
40.032, 1.37702, 0.0503604, 0.0115779, 9.78027, 
40.064, 1.37158, 0.0464769, 0.0581137, 9.90353, 
40.096, 1.38323, 0.00263707, -0.0110054, 9.8164, 
40.128, 1.38206, 0.103144, -0.0901298, 9.89857, 
40.16, 1.37749, 0.042448, 0.0138749, 9.82399, 
40.192, 1.38079, -0.0212399, 0.0160164, 9.81273, 
40.224, 1.38144, 0.141219, 0.0156303, 9.86874, 
40.256, 1.3796, 0.0182482, 0.0256665, 9.7885, 
40.288, 1.38087, -0.00162361, 0.0857359, 9.77009, 
40.32, 1.3715, 0.045736, -0.0660931, 9.86444, 
40.352, 1.37157, 0.0754546, -0.0160216, 9.87778, 
40.384, 1.37143, -0.005877, -0.0232782, 9.82055, 
40.416, 1.37461, -0.0208119, 0.0334301, 9.71189, 
40.448, 1.37456, 0.0998214, 0.0256224, 9.80484, 
40.48, 1.37896, 0.0336523, 0.0693887, 9.82552, 
40.512, 1.37675, 0.0227419, -0.0057585, 9.75269, 
40.544, 1.37753, 0.0700815, 0.0720026, 9.79702, 
40.576, 1.37112, 0.0278757, 0.0460491, 9.78592, 
40.608, 1.38216, 0.043635, 0.0475849, 9.84843, 
40.64, 1.38337, -0.0396599, -0.0126261, 9.80233, 
40.672, 1.37546, -0.0694837, -0.081256, 9.78177, 
40.704, 1.37827, 0.0296268, 0.00176611, 9.82409, 
40.736, 1.37351, 0.0283258, -0.0455789, 9.7973, 
40.768, 1.38237, 0.00083609, -0.0416682, 9.73013, 
40.8, 1.37926, -0.0363444, 0.010665, 9.75994, 
40.832, 1.38291, -0.0102978, 0.0233701, 9.81955, 
40.864, 1.37164, -0.0524206, 0.105985, 9.80587, 
40.896, 1.38285, 0.0555336, -8.1087e-05, 9.75798, 
40.928, 1.38254, 0.000942176, -0.0366968, 9.79763, 
40.96, 1.37151, 0.0198268, -0.019399, 9.86538, 
40.992, 1.37135, -0.0808595, -0.0229721, 9.77778, 
41.024, 1.37754, -0.0420317, 0.0909163, 9.79445, 
41.056, 1.37813, -0.0918004, -0.00296447, 9.90302, 
41.088, 1.38166, 0.0109543, 0.0651262, 9.86054, 
41.12, 1.37117, -0.108407, 0.0375896, 9.90588, 
41.152, 1.38342, 0.00537539, -0.0322138, 9.83078, 
41.184, 1.37584, 0.071072, 0.00441997, 9.81234, 
41.216, 1.38011, 0.0379583, 0.0185982, 9.75881, 
41.248, 1.37949, -0.0202355, 0.00465993, 9.88545, 
41.28, 1.37951, -0.0415063, 0.0187617, 9.8544, 
41.312, 1.38156, -0.05794, 0.0295549, 9.87206, 
41.344, 1.37918, 0.0448633, -0.00797435, 9.77644, 
41.376, 1.37551, 0.00296395, 0.0557169, 9.81111, 
41.408, 1.37819, 0.0476201, -0.0635018, 9.84369, 
41.44, 1.37443, 0.0484776, -0.0187614, 9.89561, 
41.472, 1.37202, -0.0323449, -0.0812661, 9.80431, 
41.504, 1.37937, 0.0210904, -0.066209, 9.83185, 
41.536, 1.37405, 0.0169927, -0.0290886, 9.88269, 
41.568, 1.3831, -0.108919, 0.057037, 9.86189, 
41.6, 1.37822, 0.028416, 0.0899866, 9.75153, 
41.632, 1.38256, -0.0368304, 0.0316906, 9.86408, 
41.664, 1.37895, 0.0153895, 0.0170165, 9.81765, 
41.696, 1.38028, 0.0581075, -0.0401643, 9.81281, 
41.728, 1.38214, 0.0238841, -0.0445163, 9.79476, 
41.76, 1.38258, -0.0283099, 0.00947958, 9.88062, 
41.792, 1.37445, -0.0125778, 0.0412842, 9.69346, 
41.824, 1.37198, -0.0544073, -0.02151, 9.859, 
41.856, 1.37645, 0.0717434, 0.0505789, 9.78985, 
41.888, 1.38012, 0.0234938, 0.0857579, 9.71256, 
41.92, 1.38304, -0.0656414, -0.0314428, 9.81542, 
41.952, 1.37338, -0.0111256, 0.0209021, 9.84813, 
41.984, 1.38094, -0.0154659, -0.15656, 9.7901, 
42.016, 1.38173, 0.0237337, 0.0218834, 9.76105, 
42.048, 1.37207, 0.00172192, -0.0745774, 9.8262, 
42.08, 1.37847, 0.0160488, 0.0360359, 9.78334, 
42.112, 1.37846, 0.122843, 0.0649285, 9.72515, 
42.144, 1.37661, 0.00778739, -0.0118491, 9.80075, 
42.176, 1.38231, -0.0892819, 0.0197986, 9.78344, 
42.208, 1.38184, 0.00870156, -0.0189752, 9.70562, 
42.24, 1.37877, 0.0216972, 0.0928256, 9.77128, 
42.272, 1.37477, -0.0218552, 0.0865006, 9.8414, 
42.304, 1.37392, 0.0843294, -0.0288847, 9.79698, 
42.336, 1.37653, -0.00457097, 0.052702, 9.84957, 
42.368, 1.37587, -0.0611916, 0.0432824, 9.81984, 
42.4, 1.37744, -0.0777367, 0.00963841, 9.81058, 
42.432, 1.38001, 0.0305147, 0.0244292, 9.78565, 
42.464, 1.37216, 0.0113359, 0.0380598, 9.86981, 
42.496, 1.38059, -0.0314186, -0.120381, 9.8414, 
42.528, 1.37413, 0.0479447, 0.0343986, 9.81419, 
42.56, 1.37667, 0.0566017, -0.00306424, 9.82063, 
42.592, 1.38082, 0.080715, 0.035332, 9.8025, 
42.624, 1.37696, 0.0036585, -0.0632286, 9.80955, 
42.656, 1.38304, 0.0217958, 0.0858998, 9.82577, 
42.688, 1.38224, 0.100356, -0.119757, 9.76969, 
42.72, 1.37813, 0.0418105, 0.0326679, 9.84559, 
42.752, 1.37781, -0.0367149, 0.0702432, 9.77962, 
42.784, 1.37787, -0.0717497, -0.0158264, 9.85467, 
42.816, 1.37153, 0.00845249, 0.0511483, 9.83757, 
42.848, 1.3749, 0.0331166, -0.086068, 9.73857, 
42.88, 1.37194, 0.0154181, -0.0170058, 9.83688, 
42.912, 1.38073, -0.0127065, 0.00263428, 9.72919, 
42.944, 1.37727, -0.0207246, -0.0384152, 9.85399, 
42.976, 1.37904, -0.0448581, -0.0200666, 9.80147, 
43.008, 1.37867, -0.0133019, -0.0417773, 9.76727, 
43.04, 1.37946, 0.100275, 0.0256862, 9.82396, 
43.072, 1.37855, 0.00503395, 0.0125724, 9.72513, 
43.104, 1.3739, 0.00444953, -0.0331914, 9.87057, 
43.136, 1.38227, 0.0576616, -0.0923086, 9.83993, 
43.168, 1.37919, 0.0146732, 0.00702087, 9.70492, 
43.2, 1.37949, 0.0455487, 0.0881545, 9.72283, 
43.232, 1.37523, -0.0211776, 0.0656611, 9.82051, 
43.264, 1.38157, -0.00956246, -0.00865621, 9.79572, 
43.296, 1.37186, -0.0163455, 0.0165401, 9.77785, 
43.328, 1.37754, -0.0285393, 0.0512708, 9.78162, 
43.36, 1.3778, -0.0624333, -0.0501083, 9.80276, 
43.392, 1.3716, -0.00614578, 0.0636565, 9.84984, 
43.424, 1.37912, 0.0847085, -0.0126288, 9.83257, 
43.456, 1.37684, -0.0181101, -0.0303596, 9.82421, 
43.488, 1.37589, -0.0464799, 0.0169892, 9.72849, 
43.52, 1.37121, 0.0152442, -0.00271654, 9.72417, 
43.552, 1.38244, 0.0125554, 0.011017, 9.79661, 
43.584, 1.37641, -0.0727875, -0.103855, 9.68167, 
43.616, 1.38057, 0.0159361, -0.0426942, 9.8805, 
43.648, 1.37318, -0.0460768, -0.0344236, 9.74877, 
43.68, 1.37741, 0.0665336, -0.0466373, 9.83799, 
43.712, 1.37342, -0.0618582, 0.00439585, 9.7448, 
43.744, 1.37717, -0.00960555, 0.0650802, 9.84049, 
43.776, 1.38297, -0.041391, -0.0276619, 9.7498, 
43.808, 1.37233, 0.000211571, -0.0379928, 9.88043, 
43.84, 1.37452, -0.00673788, 0.030636, 9.82346, 
43.872, 1.37224, 0.0172769, -0.0662992, 9.84781, 
