time, x, y, heading, vel_x, vel_y, vel_heading,
0.008, -1.99204e-09, -1.53147e-07, 0.00014498, 0, 0, 0, 
0.016, -1.98488e-09, 4.81393e-09, 0.000110752, 8.95544e-10, 1.97451e-05, -0.00427855, 
0.024, -1.65799e-09, -1.05059e-08, 8.67971e-05, 4.08613e-08, -1.91498e-06, -0.00299432, 
0.032, -1.35727e-09, -2.04038e-08, 6.85945e-05, 3.75893e-08, -1.23724e-06, -0.00227532, 
0.04, -1.07115e-09, -2.73075e-08, 5.44947e-05, 3.5766e-08, -8.62952e-07, -0.00176248, 
0.048, -8.35953e-10, -3.22959e-08, 4.35531e-05, 2.93992e-08, -6.23556e-07, -0.00136769, 
0.056, -6.62542e-10, -3.59249e-08, 3.51063e-05, 2.16764e-08, -4.53627e-07, -0.00105585, 
0.064, -5.44914e-10, -3.85563e-08, 2.86493e-05, 1.47035e-08, -3.28917e-07, -0.000807125, 
0.072, -4.7139e-10, -4.04499e-08, 2.37849e-05, 9.19056e-09, -2.36712e-07, -0.000608054, 
0.08, -4.3019e-10, -4.17989e-08, 2.01918e-05, 5.1499e-09, -1.68621e-07, -0.000449137, 
0.088, -4.11451e-10, -4.27474e-08, 1.7602e-05, 2.34243e-09, -1.18557e-07, -0.000323724, 
0.096, -4.07591e-10, -4.34031e-08, 1.57862e-05, 4.82451e-10, -8.19677e-08, -0.000226974, 
0.104, -4.13074e-10, -4.38465e-08, 1.45482e-05, -6.85384e-10, -5.54222e-08, -0.000154757, 
0.112, -4.23997e-10, -4.41372e-08, 1.37251e-05, -1.36536e-09, -3.63342e-08, -0.000102886, 
0.12, -4.37692e-10, -4.43192e-08, 1.31889e-05, -1.71188e-09, -2.27577e-08, -6.70169e-05, 
0.128, -4.52394e-10, -4.44251e-08, 1.28449e-05, -1.83769e-09, -1.32317e-08, -4.30076e-05, 
0.136, -4.66979e-10, -4.44784e-08, 1.26262e-05, -1.8231e-09, -6.66369e-09, -2.73369e-05, 
0.144, -4.80771e-10, -4.44963e-08, 1.24879e-05, -1.72409e-09, -2.23922e-09, -1.72904e-05, 
0.152, -4.93402e-10, -4.44911e-08, 1.24005e-05, -1.57888e-09, 6.46034e-10, -1.09251e-05, 
0.16, -5.04706e-10, -4.44716e-08, 1.23451e-05, -1.41294e-09, 2.43839e-09, -6.92055e-06, 
0.168, -5.14647e-10, -4.44439e-08, 1.23098e-05, -1.24268e-09, 3.46559e-09, -4.40974e-06, 
0.176, -5.23274e-10, -4.44122e-08, 1.22871e-05, -1.07828e-09, 3.96675e-09, -2.83612e-06, 
0.184, -5.30678e-10, -4.43792e-08, 1.22723e-05, -9.25557e-10, 4.11491e-09, -1.84762e-06, 
0.192, -5.36978e-10, -4.4347e-08, 1.22626e-05, -7.87465e-10, 4.03418e-09, -1.22357e-06, 
0.2, -5.42298e-10, -4.43165e-08, 1.22559e-05, -6.65057e-10, 3.8125e-09, -8.26474e-07, 
0.208, -5.46764e-10, -4.42884e-08, 1.22514e-05, -5.58187e-10, 3.5113e-09, -5.7095e-07, 
0.216, -5.50492e-10, -4.4263e-08, 1.22481e-05, -4.65999e-10, 3.17272e-09, -4.04082e-07, 
0.224, -5.5359e-10, -4.42404e-08, 1.22458e-05, -3.87245e-10, 2.82488e-09, -2.93087e-07, 
0.232, -5.56154e-10, -4.42205e-08, 1.22441e-05, -3.20507e-10, 2.48592e-09, -2.17632e-07, 
0.24, -5.58268e-10, -4.42032e-08, 1.22427e-05, -2.64331e-10, 2.16692e-09, -1.65074e-07, 
0.248, -5.60007e-10, -4.41882e-08, 1.22417e-05, -2.17317e-10, 1.87401e-09, -1.27513e-07, 
0.256, -5.61432e-10, -4.41753e-08, 1.22409e-05, -1.78164e-10, 1.60995e-09, -9.9977e-08, 
0.264, -5.62598e-10, -4.41643e-08, 1.22403e-05, -1.45698e-10, 1.37526e-09, -7.93055e-08, 
0.272, -5.63549e-10, -4.4155e-08, 1.22398e-05, -1.18877e-10, 1.16903e-09, -6.34586e-08, 
0.28, -5.64323e-10, -4.4147e-08, 1.22394e-05, -9.67939e-11, 9.89482e-10, -5.10962e-08, 
0.288, -5.64953e-10, -4.41404e-08, 1.2239e-05, -7.86661e-11, 8.34357e-10, -4.13174e-08, 
0.296, -5.65463e-10, -4.41348e-08, 1.22388e-05, -6.38239e-11, 7.01206e-10, -3.35007e-08, 
0.304, -5.65877e-10, -4.41301e-08, 1.22385e-05, -5.17013e-11, 5.87547e-10, -2.72047e-08, 
0.312, -5.66211e-10, -4.41261e-08, 1.22384e-05, -4.18204e-11, 4.90994e-10, -2.21071e-08, 
0.32, -5.66482e-10, -4.41229e-08, 1.22382e-05, -3.3784e-11, 4.09315e-10, -1.7966e-08, 
0.328, -5.667e-10, -4.41201e-08, 1.22381e-05, -2.72573e-11, 3.40476e-10, -1.45953e-08, 
0.336, -5.66875e-10, -4.41179e-08, 1.2238e-05, -2.19665e-11, 2.82648e-10, -1.18493e-08, 
0.344, -5.67017e-10, -4.4116e-08, 1.22379e-05, -1.76839e-11, 2.34213e-10, -9.61176e-09, 
0.352, -5.67131e-10, -4.41144e-08, 1.22379e-05, -1.42224e-11, 1.93751e-10, -7.78921e-09, 
0.36, -5.67222e-10, -4.41132e-08, 1.22378e-05, -1.14281e-11, 1.6003e-10, -6.30574e-09, 
0.368, -5.67295e-10, -4.41121e-08, 1.22378e-05, -9.17421e-12, 1.3199e-10, -5.09939e-09, 
0.376, -5.67354e-10, -4.41112e-08, 1.22378e-05, -7.3589e-12, 1.08717e-10, -4.11944e-09, 
0.384, -5.67401e-10, -4.41105e-08, 1.22377e-05, -5.89845e-12, 8.94385e-11, -3.32433e-09, 
0.392, -5.67439e-10, -4.41099e-08, 1.22377e-05, -4.72455e-12, 7.34933e-11, -2.67996e-09, 
0.4, -5.6747e-10, -4.41095e-08, 1.22377e-05, -3.78092e-12, 6.03271e-11, -2.15836e-09, 
0.408, -5.67494e-10, -4.41091e-08, 1.22377e-05, -3.0243e-12, 4.94679e-11, -1.73665e-09, 
0.416, -5.67513e-10, -4.41087e-08, 1.22377e-05, -2.41731e-12, 4.05268e-11, -1.39607e-09, 
0.424, -5.67528e-10, -4.41085e-08, 1.22377e-05, -1.93152e-12, 3.31714e-11, -1.12132e-09, 
0.432, -5.67541e-10, -4.41083e-08, 1.22376e-05, -1.54232e-12, 2.7129e-11, -8.99904e-10, 
0.44, -5.67551e-10, -4.41081e-08, 1.22376e-05, -1.23077e-12, 2.21693e-11, -7.21654e-10, 
0.448, -5.67559e-10, -4.41079e-08, 1.22376e-05, -9.80891e-13, 1.81029e-11, -5.78287e-10, 
0.456, -5.67565e-10, -4.41078e-08, 1.22376e-05, -7.82523e-13, 1.47732e-11, -4.63077e-10, 
0.464, -5.6757e-10, -4.41077e-08, 1.22376e-05, -6.2259e-13, 1.20466e-11, -3.70579e-10, 
0.472, -5.67574e-10, -4.41076e-08, 1.22376e-05, -4.9586e-13, 9.81718e-12, -2.96371e-10, 
0.48, -5.67577e-10, -4.41076e-08, 1.22376e-05, -3.94053e-13, 7.99609e-12, -2.36884e-10, 
0.488, -5.67579e-10, -4.41075e-08, 1.22376e-05, -3.1263e-13, 6.50844e-12, -1.89231e-10, 
0.496, -5.67581e-10, -4.41075e-08, 1.22376e-05, -2.49407e-13, 5.29508e-12, -1.51083e-10, 
0.504, -5.67583e-10, -4.41074e-08, 1.22376e-05, -1.96742e-13, 4.30504e-12, -1.20568e-10, 
0.512, -5.67584e-10, -4.41074e-08, 1.22376e-05, -1.55271e-13, 3.49854e-12, -9.61674e-11, 
0.52, -5.67585e-10, -4.41074e-08, 1.22376e-05, -1.22935e-13, 2.84237e-12, -7.66706e-11, 
0.528, -5.67586e-10, -4.41074e-08, 1.22376e-05, -9.75917e-14, 2.30848e-12, -6.11004e-11, 
0.536, -5.67587e-10, -4.41074e-08, 1.22376e-05, -7.69648e-14, 1.87325e-12, -4.86725e-11, 
0.544, -5.67587e-10, -4.41073e-08, 1.22376e-05, -5.93872e-14, 1.51958e-12, -3.87592e-11, 
0.552, -5.67587e-10, -4.41073e-08, 1.22376e-05, -4.70002e-14, 1.23273e-12, -3.08509e-11, 
0.56, -5.67588e-10, -4.41073e-08, 1.22376e-05, -3.57651e-14, 9.9944e-13, -2.45498e-11, 
0.568, -5.67588e-10, -4.41073e-08, 1.22376e-05, -2.80944e-14, 8.10085e-13, -1.95261e-11, 
0.576, -5.67588e-10, -4.41073e-08, 1.22376e-05, -2.08438e-14, 6.55428e-13, -1.55274e-11, 
0.584, -5.67588e-10, -4.41073e-08, 1.22376e-05, -1.69271e-14, 5.3161e-13, -1.23424e-11, 
0.592, -5.67588e-10, -4.41073e-08, 1.22376e-05, -1.18585e-14, 4.29875e-13, -9.81074e-12, 
0.6, -5.67588e-10, -4.41073e-08, 1.22376e-05, -8.91756e-15, 3.48041e-13, -7.79294e-12, 
0.608, -5.67588e-10, -4.41073e-08, 1.22376e-05, -7.03376e-15, 2.81443e-13, -6.19025e-12, 
0.616, -5.67588e-10, -4.41073e-08, 1.22376e-05, -5.04154e-15, 2.27448e-13, -4.91554e-12, 
0.624, -5.67589e-10, -4.41073e-08, 1.22376e-05, -2.85958e-15, 1.83737e-13, -3.90293e-12, 
0.632, -5.67589e-10, -4.41073e-08, 1.22376e-05, -1.38236e-15, 1.48552e-13, -3.09713e-12, 
0.64, -5.67589e-10, -4.41073e-08, 1.22376e-05, -8.13152e-16, 1.19974e-13, -2.4571e-12, 
0.648, -5.67589e-10, -4.41073e-08, 1.22376e-05, 1.21973e-16, 9.70435e-14, -1.95075e-12, 
0.656, -5.67589e-10, -4.41073e-08, 1.22376e-05, 1.21973e-15, 7.8435e-14, -1.54715e-12, 
0.664, -5.67589e-10, -4.41073e-08, 1.22376e-05, 1.39591e-15, 6.35957e-14, -1.22585e-12, 
0.672, -5.67588e-10, -4.41073e-08, 1.22376e-05, 1.91091e-15, 5.15369e-14, -9.72006e-13, 
0.68, -5.67588e-10, -4.41073e-08, 1.22376e-05, 2.64274e-15, 4.10993e-14, -7.70584e-13, 
0.688, -5.67588e-10, -4.41073e-08, 1.22376e-05, 2.31748e-15, 3.35182e-14, -6.10454e-13, 
0.696, -5.67588e-10, -4.41073e-08, 1.22376e-05, 2.83248e-15, 2.6981e-14, -4.84005e-13, 
0.704, -5.67588e-10, -4.41073e-08, 1.22376e-05, 2.6834e-15, 2.18873e-14, -3.82915e-13, 
0.712, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.1984e-15, 1.7689e-14, -3.03465e-13, 
0.72, -5.67588e-10, -4.41073e-08, 1.22376e-05, 2.84603e-15, 1.40006e-14, -2.40324e-13, 
0.728, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 1.13397e-14, -1.90042e-13, 
0.736, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.23905e-15, 8.52496e-15, -1.50377e-13, 
0.744, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.91668e-15, 7.62711e-15, -1.19371e-13, 
0.752, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.08998e-15, 5.56458e-15, -9.36141e-14, 
0.76, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 4.1871e-15, -7.47737e-14, 
0.768, -5.67588e-10, -4.41073e-08, 1.22376e-05, 4.24194e-15, 4.19154e-15, -6.03314e-14, 
0.776, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.23905e-15, 3.12195e-15, -4.66294e-14, 
0.784, -5.67588e-10, -4.41073e-08, 1.22376e-05, 2.91379e-15, 1.95326e-15, -3.6047e-14, 
0.792, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.23905e-15, 1.68157e-15, -2.89397e-14, 
0.8, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.93023e-15, 2.00302e-15, -2.30406e-14, 
0.808, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.90313e-15, 1.77199e-15, -1.80746e-14, 
0.816, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 9.90182e-16, -1.3385e-14, 
0.824, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, 2.18111e-16, -1.01739e-14, 
0.832, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.57787e-15, 6.30404e-16, -8.04851e-15, 
0.84, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 3.746e-16, -7.08437e-15, 
0.848, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 3.42625e-16, -5.51016e-15, 
0.856, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.25261e-15, 1.2409e-16, -3.82668e-15, 
0.864, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 5.33207e-16, -2.63935e-15, 
0.872, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 7.03249e-16, -2.7842e-15, 
0.88, -5.67588e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 1.96935e-16, -3.88216e-15, 
0.888, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, -5.16055e-16, -1.8622e-15, 
0.896, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.55076e-15, -1.22608e-16, -1.82006e-15, 
0.904, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.25261e-15, 5.04832e-16, -5.11184e-16, 
0.912, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.56431e-15, 3.07049e-17, -2.80791e-16, 
0.92, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.60497e-15, 8.5148e-16, -5.91864e-16, 
0.928, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.1984e-15, 3.90694e-16, 3.21873e-17, 
0.936, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, 2.72745e-16, 3.53424e-16, 
0.944, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 3.44742e-16, 1.819e-16, 
0.952, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, -2.57498e-16, -2.79521e-16, 
0.96, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.56431e-15, 2.24675e-16, -1.49586e-15, 
0.968, -5.67588e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, -5.92923e-17, -8.79644e-16, 
0.976, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.57787e-15, -7.67412e-16, -7.86258e-16, 
0.984, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, -5.80006e-16, 6.64921e-17, 
0.992, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.25261e-15, -5.72806e-16, -5.22831e-16, 
1, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.56431e-15, -4.49139e-16, -3.89847e-16, 
1.008, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, 6.24263e-16, 6.16216e-17, 
1.016, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 2.26793e-16, -3.67252e-15, 
1.024, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, 3.94294e-16, -2.95487e-15, 
1.032, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.91668e-15, -3.75659e-16, -3.15287e-15, 
1.04, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.56431e-15, 2.32299e-16, -1.87343e-15, 
1.048, -5.67587e-10, -4.41073e-08, 1.22376e-05, 2.88669e-15, 1.68136e-16, -8.16963e-16, 
1.056, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, -5.78524e-16, -2.95403e-16, 
1.064, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 1.1922e-16, -8.41104e-16, 
1.072, -5.67587e-10, -4.41073e-08, 1.22376e-05, 2.83248e-15, 9.27501e-17, -3.3839e-16, 
1.08, -5.67587e-10, -4.41073e-08, 1.22376e-05, 2.85958e-15, -6.98802e-17, -3.90694e-16, 
1.088, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.52366e-15, -1.82959e-16, -1.66971e-15, 
1.096, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.88958e-15, -2.06464e-16, -1.56214e-15, 
1.104, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.91668e-15, 1.50348e-17, -1.37431e-15, 
1.112, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.93023e-15, -1.02703e-16, -1.57696e-15, 
1.12, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.93023e-15, -4.80479e-16, -1.05329e-15, 
1.128, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.23905e-15, -1.57548e-16, -3.06202e-16, 
1.136, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.91668e-15, -1.71948e-16, -8.84726e-16, 
1.144, -5.67587e-10, -4.41073e-08, 1.22376e-05, 2.83248e-15, 5.71747e-17, 7.10025e-16, 
1.152, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.69984e-15, -1.38702e-16, -4.26058e-16, 
1.16, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.65968e-16, -3.40084e-16, 
1.168, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -8.76679e-17, -1.01432e-16, 
1.176, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, -1.94606e-16, 8.63974e-17, 
1.184, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, -5.25584e-16, 3.88153e-16, 
1.192, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.25261e-15, -1.85077e-16, 1.07573e-16, 
1.2, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.23905e-15, -1.21337e-16, 4.15046e-17, 
1.208, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.52366e-15, -1.00585e-16, 2.15993e-16, 
1.216, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, -1.12232e-17, -2.40557e-16, 
1.224, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 6.07746e-17, 3.64648e-16, 
1.232, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.53721e-15, -5.14573e-17, -2.29122e-16, 
1.24, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.55076e-15, 1.6983e-16, -3.28437e-16, 
1.248, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.52366e-15, 1.50137e-16, -8.07011e-16, 
1.256, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.23905e-15, 9.52912e-18, -4.56339e-16, 
1.264, -5.67587e-10, -4.41073e-08, 1.22376e-05, 3.18484e-15, 1.51619e-16, 2.51357e-16, 
1.272, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.23905e-15, -2.56651e-16, -2.09641e-17, 
1.28, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, -1.71101e-16, -2.43522e-17, 
1.288, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 8.02564e-17, 2.071e-16, 
1.296, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 2.03288e-17, 5.97158e-17, 
1.304, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.55076e-15, -7.0939e-17, 2.58345e-17, 
1.312, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.1984e-15, 2.07523e-17, -1.70677e-16, 
1.32, -5.67586e-10, -4.41073e-08, 1.22376e-05, 4.26905e-15, -4.93397e-17, -8.52115e-16, 
1.328, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, -6.35275e-18, 4.33257e-16, 
1.336, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, -2.6258e-17, 2.05194e-16, 
1.344, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.21195e-15, 2.14935e-16, 2.85662e-16, 
1.352, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.2255e-15, -9.59265e-17, 2.15146e-16, 
1.36, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.87602e-15, 3.66342e-16, -1.95241e-16, 
1.368, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.26616e-15, 5.03138e-16, -6.83979e-17, 
1.376, -5.67586e-10, -4.41073e-08, 1.22376e-05, 4.21484e-15, 7.55765e-16, -5.62853e-16, 
1.384, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 6.40145e-16, -1.12232e-16, 
1.392, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 2.02441e-16, 5.63277e-17, 
1.4, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 3.72483e-16, 6.96685e-17, 
1.408, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 3.33307e-16, -1.12232e-16, 
1.416, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 5.45489e-16, -8.4068e-17, 
1.424, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -3.79894e-16, 3.45589e-16, 
1.432, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 3.08955e-16, -6.6238e-16, 
1.44, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, -4.85773e-16, -2.81638e-16, 
1.448, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.35475e-16, -1.1202e-16, 
1.456, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 4.51045e-16, 2.27217e-16, 
1.464, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, -6.51368e-16, 1.90582e-18, 
1.472, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 1.31714e-16, 6.20028e-16, 
1.48, -5.67586e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -8.70326e-17, -2.38863e-16, 
1.488, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -4.82809e-17, 1.05032e-16, 
1.496, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.21499e-16, 2.98367e-16, 
1.504, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -2.46698e-16, 4.84503e-16, 
1.512, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.69984e-15, 3.3966e-16, -1.999e-16, 
1.52, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -9.46559e-17, 3.71212e-16, 
1.528, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -7.32683e-17, 1.8063e-16, 
1.536, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -8.63974e-17, -1.59666e-16, 
1.544, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -3.47284e-17, -5.57348e-16, 
1.552, -5.67586e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -4.5528e-17, 5.12667e-16, 
1.56, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, -2.08794e-16, -3.47495e-16, 
1.568, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.55007e-16, 2.23617e-16, 
1.576, -5.67585e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.39337e-16, -6.96896e-16, 
1.584, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -3.91753e-17, -1.927e-16, 
1.592, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, -2.94556e-16, 1.96935e-16, 
1.6, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.42887e-16, -1.40607e-16, 
1.608, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -4.97632e-17, -2.41404e-17, 
1.616, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -1.70677e-16, -1.35314e-16, 
1.624, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -1.9757e-16, -7.19978e-18, 
1.632, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, -4.88526e-16, -4.80479e-16, 
1.64, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -4.20552e-16, 3.8053e-16, 
1.648, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, -3.75024e-16, -4.7815e-16, 
1.656, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -3.00061e-16, 6.37392e-17, 
1.664, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.44234e-15, -7.52801e-16, -3.30343e-16, 
1.672, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -9.78323e-17, 1.74489e-16, 
1.68, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, 1.60936e-17, 4.87044e-16, 
1.688, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -2.68298e-16, 5.27278e-17, 
1.696, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -2.41828e-16, -2.53475e-16, 
1.704, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.78116e-15, -3.80953e-16, -6.64921e-16, 
1.712, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 1.65171e-16, 5.60101e-16, 
1.72, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 7.41154e-18, -3.94082e-16, 
1.728, -5.67585e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -3.21661e-16, -3.21025e-16, 
1.736, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.55754e-17, 7.95787e-16, 
1.744, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -4.7815e-16, 2.34205e-16, 
1.752, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.32349e-16, 9.76205e-17, 
1.76, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -3.30978e-16, 8.06799e-17, 
1.768, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 1.56701e-16, 1.31714e-16, 
1.776, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -1.89312e-16, 3.9027e-16, 
1.784, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.26793e-16, 4.04035e-16, 
1.792, -5.67585e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -3.77565e-16, -3.64648e-16, 
1.8, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -3.04297e-16, 2.45428e-16, 
1.808, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -2.70415e-16, -9.76205e-17, 
1.816, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.16629e-16, -1.61148e-16, 
1.824, -5.67585e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -2.08794e-16, -7.43271e-16, 
1.832, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.95029e-16, -1.46325e-16, 
1.84, -5.67585e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, -1.35949e-16, 6.56451e-17, 
1.848, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 1.89735e-16, 2.09641e-17, 
1.856, -5.67584e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -1.91429e-16, -7.64235e-16, 
1.864, -5.67584e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -2.79733e-16, 7.41154e-18, 
