time, x, y, heading, vel_x, vel_y, vel_heading,
84.92, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.19967e-16, 5.4676e-16, 
84.928, -5.67296e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -3.71e-16, -1.03846e-15, 
84.936, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.8905e-16, 4.77091e-16, 
84.944, -5.67296e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -4.64174e-16, -5.78524e-16, 
84.952, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.78724e-16, 4.71162e-16, 
84.96, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 2.69992e-16, 2.21923e-16, 
84.968, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -3.07685e-16, 2.19593e-16, 
84.976, -5.67296e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.21287e-16, -8.57833e-16, 
84.984, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.53636e-16, 6.40569e-16, 
84.992, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, -5.32784e-16, -4.20975e-16, 
85, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.13452e-16, 5.20078e-16, 
85.008, -5.67296e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -2.36957e-16, -8.88326e-16, 
85.016, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.57922e-16, 3.90482e-16, 
85.024, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.71636e-16, 2.44157e-16, 
85.032, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.2277e-16, 9.27289e-16, 
85.04, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.69984e-15, 3.62954e-16, -1.01009e-16, 
85.048, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.92812e-16, -7.91976e-17, 
85.056, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 1.71948e-16, -1.78089e-16, 
85.064, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -5.2389e-16, -5.35748e-16, 
85.072, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.84976e-16, 3.0112e-16, 
85.08, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 1.36372e-16, -1.00162e-16, 
85.088, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, -5.48877e-16, -4.24364e-16, 
85.096, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.35687e-16, 4.45328e-16, 
85.104, -5.67296e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 3.3119e-16, -5.13725e-16, 
85.112, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -4.11658e-16, 3.91753e-17, 
85.12, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.44234e-15, 1.95665e-16, -3.17637e-17, 
85.128, -5.67296e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.41193e-16, 4.24364e-16, 
85.136, -5.67296e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -3.818e-16, -7.75882e-16, 
85.144, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.07049e-16, 5.05255e-16, 
85.152, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -4.77303e-16, 2.92862e-16, 
85.16, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 2.46698e-16, 6.19605e-16, 
85.168, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.99003e-16, -1.11512e-15, 
85.176, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.93659e-16, 4.39398e-16, 
85.184, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 2.44581e-16, -4.84291e-16, 
85.192, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.4691e-16, 5.36807e-16, 
85.2, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, -3.48131e-16, 9.74088e-17, 
85.208, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 3.05991e-16, 4.04035e-16, 
85.216, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, -3.65706e-16, -5.05255e-16, 
85.224, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.20864e-16, 6.30828e-16, 
85.232, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 1.32984e-16, -8.39621e-16, 
85.24, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.62318e-16, 4.91914e-16, 
85.248, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 2.71262e-16, 3.40931e-17, 
85.256, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, -5.35325e-16, -6.12617e-16, 
85.264, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.12817e-16, -2.96462e-16, 
85.272, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 3.01544e-16, -1.40396e-16, 
85.28, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -4.87891e-16, -9.0929e-16, 
85.288, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.98206e-16, 3.13826e-16, 
85.296, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.54533e-16, -8.93408e-16, 
85.304, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.57871e-16, 5.61159e-16, 
85.312, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.02764e-16, 1.46537e-16, 
85.32, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.5411e-16, 7.3226e-16, 
85.328, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -4.12929e-16, -8.3348e-16, 
85.336, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 3.09591e-16, 6.06476e-16, 
85.344, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -5.06526e-16, -9.99499e-17, 
85.352, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 3.10438e-16, -4.5041e-16, 
85.36, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.83121e-16, -4.65868e-17, 
85.368, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.95303e-16, 7.57883e-16, 
85.376, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 2.56227e-16, -5.96523e-16, 
85.384, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.3611e-16, 6.90544e-16, 
85.392, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -5.10337e-16, -7.2866e-16, 
85.4, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.64063e-16, 2.44157e-16, 
85.408, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 1.68983e-16, -1.91429e-16, 
85.416, -5.67295e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.97208e-16, -1.71524e-17, 
85.424, -5.67295e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.1917e-16, -8.01717e-16, 
85.432, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.16629e-16, 7.84776e-16, 
85.44, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -5.26219e-16, 3.53636e-17, 
85.448, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.78886e-16, 4.60151e-16, 
85.456, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, 2.85874e-16, -4.82174e-16, 
85.464, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.07685e-16, 5.01444e-16, 
85.472, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.07947e-16, -6.70003e-16, 
85.48, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 1.64324e-16, 1.03253e-15, 
85.488, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.4686e-16, 2.19805e-16, 
85.496, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.95614e-16, 7.94305e-16, 
85.504, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -5.31513e-16, -9.46771e-16, 
85.512, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.71898e-16, 7.13837e-16, 
85.52, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 1.47172e-16, -5.61159e-17, 
85.528, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.48654e-16, 2.17264e-16, 
85.536, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -4.07423e-16, -3.65918e-16, 
85.544, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.6978e-16, 2.49875e-16, 
85.552, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 3.998e-16, -1.27288e-15, 
85.56, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, -4.70103e-16, -4.49139e-16, 
85.568, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.80842e-16, -1.891e-16, 
85.576, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, -4.02129e-16, -3.04932e-17, 
85.584, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.69407e-16, 4.45328e-16, 
85.592, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.78116e-15, 1.01432e-16, -7.15743e-17, 
85.6, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.70103e-16, -3.38178e-16, 
85.608, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.38016e-16, 2.19805e-16, 
85.616, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.13352e-15, 1.60513e-16, -9.72606e-16, 
85.624, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.96462e-16, 8.01717e-16, 
85.632, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -2.66604e-16, -7.22731e-16, 
85.64, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.13029e-16, 8.65456e-16, 
85.648, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, -3.20814e-16, -1.72159e-16, 
85.656, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.44207e-16, 8.27551e-16, 
85.664, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -4.87891e-16, -7.49201e-16, 
85.672, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.73218e-16, 3.69518e-16, 
85.68, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.54533e-16, -6.52851e-16, 
85.688, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.92862e-16, 8.74773e-16, 
85.696, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -3.44319e-16, 2.6131e-16, 
85.704, -5.67294e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 1.97147e-16, 4.14834e-16, 
85.712, -5.67294e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -3.69942e-16, -4.18646e-16, 
85.72, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.83544e-16, 2.33146e-16, 
85.728, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 8.89385e-17, 7.24848e-16, 
85.736, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 3.14461e-16, -2.96462e-16, 
85.744, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.69984e-15, -5.68783e-16, -1.7703e-16, 
85.752, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.28225e-16, 5.71112e-16, 
85.76, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.46063e-16, -8.91714e-16, 
85.768, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -4.49139e-16, 1.21973e-16, 
85.776, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.49451e-16, -1.855e-16, 
85.784, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -5.21349e-16, 2.07523e-16, 
85.792, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.14707e-15, 6.14099e-17, -1.16404e-15, 
85.8, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.47757e-16, 3.51095e-16, 
85.808, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.13352e-15, 1.84018e-16, -1.10538e-15, 
85.816, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -3.82647e-16, 7.22307e-16, 
85.824, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.10276e-16, -2.36746e-16, 
85.832, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.00866e-15, -4.01494e-16, 6.27016e-16, 
85.84, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.35475e-16, -6.33157e-17, 
85.848, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 2.02653e-16, 1.00818e-15, 
85.856, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 2.90321e-16, -2.30816e-16, 
85.864, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -3.56813e-16, 9.0209e-17, 
85.872, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.2637e-16, -2.79309e-16, 
85.88, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, -3.52366e-16, -2.99003e-16, 
85.888, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.29758e-16, 6.79744e-16, 
85.896, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 3.24625e-16, -7.91976e-16, 
85.904, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -5.34054e-16, -3.43895e-16, 
85.912, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.92015e-16, 8.29881e-16, 
85.92, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.32834e-16, -1.42725e-16, 
85.928, -5.67293e-10, -4.41073e-08, 1.22376e-05, 2.99511e-15, 2.52204e-16, 8.47033e-16, 
85.936, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 1.927e-16, -9.41054e-16, 
85.944, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -3.75236e-16, 6.06476e-16, 
85.952, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 1.92912e-16, -4.63751e-16, 
85.96, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.2272e-16, 6.29557e-16, 
85.968, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -4.06576e-16, -1.27902e-16, 
85.976, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.61098e-16, 1.60936e-16, 
85.984, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -4.51892e-16, -3.34366e-16, 
85.992, -5.67293e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.70889e-16, 5.75982e-16, 
86, -5.67293e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.69145e-16, -5.13937e-16, 
86.008, -5.67292e-10, -4.41073e-08, 1.22376e-05, 2.99511e-15, -5.37654e-16, 1.01898e-15, 
86.016, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.03711e-16, 1.91641e-16, 
86.024, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 2.32722e-16, 3.28437e-16, 
86.032, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -4.10387e-16, -8.67573e-16, 
86.04, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.79521e-16, 5.46548e-16, 
86.048, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.03865e-15, 2.45004e-16, 5.63277e-17, 
86.056, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -3.67824e-16, 8.82397e-16, 
86.064, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 2.04982e-16, -2.25946e-16, 
86.072, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.5168e-16, 2.5538e-16, 
86.08, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 1.74489e-16, -7.04096e-16, 
86.088, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.17052e-16, 2.79309e-16, 
86.096, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.0251e-15, -3.82224e-16, -2.47757e-16, 
86.104, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.58083e-16, 4.28175e-16, 
86.112, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -4.98902e-16, 2.43522e-17, 
86.12, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 2.17899e-16, -2.02653e-16, 
86.128, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 2.53475e-16, -2.56227e-17, 
86.136, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.98417e-16, 5.97158e-17, 
86.144, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -4.39187e-16, -4.6735e-16, 
86.152, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.35849e-16, 4.37916e-16, 
86.16, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 2.39287e-16, -8.14846e-16, 
86.168, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -3.65918e-16, 4.63751e-16, 
86.176, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, 2.57922e-16, -2.52839e-16, 
86.184, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.00866e-15, -4.04035e-16, 2.37804e-16, 
86.192, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.86297e-16, -1.40396e-16, 
86.2, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 1.47172e-16, -6.65133e-16, 
86.208, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -3.39025e-16, 9.74088e-18, 
86.216, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.31613e-16, 1.31714e-16, 
86.224, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -4.89585e-16, -8.11458e-16, 
86.232, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 3.37119e-16, 7.55342e-16, 
86.24, -5.67292e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.44369e-16, -8.61856e-16, 
86.248, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -4.3601e-16, 8.38563e-16, 
86.256, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.99053e-16, -2.40346e-16, 
86.264, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 2.42887e-16, -6.73815e-16, 
86.272, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -4.37704e-16, -2.44157e-16, 
86.28, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 2.21076e-16, -5.4803e-16, 
86.288, -5.67292e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.6496e-16, 1.50137e-16, 
86.296, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -4.78785e-16, 7.78635e-16, 
86.304, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, 2.96462e-16, -6.84826e-16, 
86.312, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.70254e-16, 6.38239e-16, 
86.32, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, -4.68621e-16, -9.55665e-16, 
86.328, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 1.91429e-16, 6.21299e-16, 
86.336, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 3.93235e-16, -1.75971e-16, 
86.344, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -4.50833e-16, 2.97732e-16, 
86.352, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 3.10861e-16, -1.01538e-15, 
86.36, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.56813e-16, 7.28448e-16, 
86.368, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -4.99114e-16, -3.64648e-16, 
86.376, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.10353e-15, 1.41666e-16, 4.05094e-16, 
86.384, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.34747e-15, -4.35163e-16, 1.37008e-16, 
86.392, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.69984e-15, 2.73168e-16, -1.89524e-16, 
86.4, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 2.43734e-16, 6.14099e-18, 
86.408, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -3.91753e-16, 7.88376e-16, 
86.416, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.86297e-16, -7.64024e-16, 
86.424, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.0107e-16, 7.95787e-16, 
86.432, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.09005e-16, -7.66565e-17, 
86.44, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 1.18796e-16, -3.06414e-16, 
86.448, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -4.63327e-16, 9.76205e-17, 
86.456, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.61995e-16, 5.08855e-16, 
86.464, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 6.24687e-17, -4.69468e-16, 
86.472, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.26531e-16, 4.45328e-16, 
86.48, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -5.03561e-16, -5.5036e-16, 
86.488, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.8783e-16, 1.08844e-16, 
86.496, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.53948e-16, 7.68682e-17, 
86.504, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -4.12505e-16, 7.56612e-16, 
86.512, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 3.46648e-16, 2.42887e-16, 
86.52, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 4.1187e-16, 2.95403e-16, 
86.528, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -5.14996e-16, -9.75147e-16, 
86.536, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 3.12132e-16, 3.72059e-16, 
86.544, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -5.54807e-16, -1.01242e-15, 
86.552, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 2.74862e-16, 8.11246e-16, 
86.56, -5.67291e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 1.88465e-16, -4.18434e-16, 
86.568, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.34366e-16, 5.95464e-16, 
86.576, -5.67291e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.13452e-16, -6.76144e-16, 
86.584, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.78116e-15, 2.53051e-16, -6.52851e-16, 
86.592, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -5.33419e-16, 1.27055e-16, 
86.6, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.93971e-16, 3.00061e-16, 
86.608, -5.6729e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 2.8185e-16, -9.17548e-16, 
86.616, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, -4.6248e-16, 6.98167e-16, 
86.624, -5.6729e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, 2.39499e-16, -6.32522e-16, 
86.632, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 8.21622e-17, 6.39722e-16, 
86.64, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, -4.15258e-16, 1.0122e-16, 
86.648, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.18746e-16, -2.19593e-16, 
86.656, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 2.20652e-16, 3.47495e-16, 
86.664, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 2.0477e-16, -2.30393e-16, 
86.672, -5.6729e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, -4.59727e-16, -5.09067e-16, 
86.68, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.78512e-16, -1.05032e-16, 
86.688, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 3.15732e-16, 9.61594e-16, 
86.696, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, -3.77141e-16, -6.13887e-16, 
86.704, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.46698e-16, 7.73341e-16, 
86.712, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 2.4691e-16, -5.61159e-16, 
86.72, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, -5.61371e-16, 1.86771e-16, 
86.728, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 1.55431e-16, -9.74088e-17, 
86.736, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 1.57125e-16, 3.13826e-16, 
86.744, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -3.818e-16, 7.69741e-16, 
86.752, -5.6729e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.94344e-16, -7.77153e-16, 
86.76, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.60463e-16, 1.8783e-16, 
86.768, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -4.34104e-16, 1.91853e-16, 
86.776, -5.6729e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.58133e-16, 1.74277e-16, 
